country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,cambio_pib_per_capita
Norway,1991,male,5-14 years,4.0,267100,1.5,30678.0,Millenials,30427.0
Norway,1991,female,5-14 years,1.0,253800,0.39,30678.0,Millenials,30427.0
Norway,1992,male,75+ years,36.0,113200,31.8,32793.0,G.I. Generation,32542.0
Norway,1992,male,15-24 years,91.0,322300,28.23,32793.0,Generation X,32542.0
Norway,1992,male,55-74 years,98.0,358100,27.37,32793.0,Silent,32542.0
Norway,1992,male,35-54 years,142.0,570900,24.87,32793.0,Boomers,32542.0
Norway,1992,male,25-34 years,78.0,335000,23.28,32793.0,Boomers,32542.0
Norway,1992,female,35-54 years,68.0,546600,12.44,32793.0,Boomers,32542.0
Norway,1992,female,55-74 years,43.0,400400,10.74,32793.0,Silent,32542.0
Norway,1992,female,75+ years,18.0,195400,9.21,32793.0,G.I. Generation,32542.0
Norway,1992,female,25-34 years,21.0,316800,6.63,32793.0,Boomers,32542.0
Norway,1992,female,15-24 years,16.0,308300,5.19,32793.0,Generation X,32542.0
Norway,1992,male,5-14 years,4.0,268100,1.49,32793.0,Millenials,32542.0
Norway,1992,female,5-14 years,1.0,254700,0.39,32793.0,Millenials,32542.0
Norway,1993,male,75+ years,42.0,114900,36.55,30066.0,G.I. Generation,29815.0
Norway,1993,male,35-54 years,162.0,582800,27.8,30066.0,Boomers,29815.0
Norway,1993,male,25-34 years,85.0,338500,25.11,30066.0,Boomers,29815.0
Norway,1993,male,55-74 years,86.0,355100,24.22,30066.0,Silent,29815.0
Norway,1993,male,15-24 years,69.0,315200,21.89,30066.0,Generation X,29815.0
Norway,1993,female,55-74 years,39.0,395900,9.85,30066.0,Silent,29815.0
Norway,1993,female,75+ years,19.0,198800,9.56,30066.0,G.I. Generation,29815.0
Norway,1993,female,25-34 years,24.0,320500,7.49,30066.0,Boomers,29815.0
Norway,1993,female,35-54 years,39.0,558100,6.99,30066.0,Boomers,29815.0
Norway,1993,female,15-24 years,18.0,302000,5.96,30066.0,Generation X,29815.0
Norway,1993,male,5-14 years,5.0,271000,1.85,30066.0,Millenials,29815.0
Norway,1993,female,5-14 years,2.0,257700,0.78,30066.0,Millenials,29815.0
Norway,1994,male,25-34 years,84.0,341700,24.58,31520.0,Boomers,31269.0
Norway,1994,male,35-54 years,131.0,594400,22.04,31520.0,Boomers,31269.0
Norway,1994,male,75+ years,25.0,116200,21.51,31520.0,G.I. Generation,31269.0
Norway,1994,male,15-24 years,64.0,307600,20.81,31520.0,Generation X,31269.0
Norway,1994,male,55-74 years,69.0,353600,19.51,31520.0,Silent,31269.0
Norway,1994,female,55-74 years,47.0,393000,11.96,31520.0,Silent,31269.0
Norway,1994,female,35-54 years,53.0,569000,9.31,31520.0,Boomers,31269.0
Norway,1994,female,25-34 years,26.0,324400,8.01,31520.0,Boomers,31269.0
Norway,1994,female,75+ years,11.0,201400,5.46,31520.0,G.I. Generation,31269.0
Norway,1994,female,15-24 years,13.0,295400,4.4,31520.0,Generation X,31269.0
Norway,1994,male,5-14 years,6.0,275100,2.18,31520.0,Millenials,31269.0
Norway,1994,female,5-14 years,2.0,261500,0.76,31520.0,Millenials,31269.0
Norway,1995,male,55-74 years,94.0,351900,26.71,37483.0,Silent,37232.0
Norway,1995,male,75+ years,29.0,118700,24.43,37483.0,G.I. Generation,37232.0
Norway,1995,male,35-54 years,137.0,604700,22.66,37483.0,Boomers,37232.0
Norway,1995,male,15-24 years,68.0,300400,22.64,37483.0,Generation X,37232.0
Norway,1995,male,25-34 years,76.0,344100,22.09,37483.0,Generation X,37232.0
Norway,1995,female,35-54 years,58.0,579000,10.02,37483.0,Boomers,37232.0
Norway,1995,female,55-74 years,33.0,389500,8.47,37483.0,Silent,37232.0
Norway,1995,female,15-24 years,16.0,288900,5.54,37483.0,Generation X,37232.0
Norway,1995,female,75+ years,11.0,205500,5.35,37483.0,G.I. Generation,37232.0
Norway,1995,female,25-34 years,17.0,327600,5.19,37483.0,Generation X,37232.0
Norway,1995,male,5-14 years,7.0,279700,2.5,37483.0,Millenials,37232.0
Norway,1995,female,5-14 years,2.0,265900,0.75,37483.0,Millenials,37232.0
Norway,1996,male,75+ years,37.0,121700,30.4,40098.0,G.I. Generation,39847.0
Norway,1996,male,55-74 years,82.0,349700,23.45,40098.0,Silent,39847.0
Norway,1996,male,25-34 years,80.0,345900,23.13,40098.0,Generation X,39847.0
Norway,1996,male,15-24 years,62.0,293600,21.12,40098.0,Generation X,39847.0
Norway,1996,male,35-54 years,122.0,614800,19.84,40098.0,Boomers,39847.0
Norway,1996,female,35-54 years,48.0,588700,8.15,40098.0,Boomers,39847.0
Norway,1996,female,55-74 years,29.0,384700,7.54,40098.0,Silent,39847.0
Norway,1996,female,25-34 years,22.0,330400,6.66,40098.0,Generation X,39847.0
Norway,1996,female,15-24 years,16.0,282700,5.66,40098.0,Generation X,39847.0
Norway,1996,female,75+ years,10.0,210300,4.76,40098.0,G.I. Generation,39847.0
Norway,1996,male,5-14 years,6.0,284800,2.11,40098.0,Millenials,39847.0
Norway,1996,female,5-14 years,3.0,270700,1.11,40098.0,Millenials,39847.0
Norway,1997,male,75+ years,46.0,123900,37.13,39335.0,G.I. Generation,39084.0
Norway,1997,male,55-74 years,90.0,349500,25.75,39335.0,Silent,39084.0
Norway,1997,male,35-54 years,133.0,624300,21.3,39335.0,Boomers,39084.0
Norway,1997,male,15-24 years,58.0,287200,20.19,39335.0,Generation X,39084.0
Norway,1997,male,25-34 years,57.0,347800,16.39,39335.0,Generation X,39084.0
Norway,1997,female,35-54 years,65.0,597800,10.87,39335.0,Boomers,39084.0
Norway,1997,female,55-74 years,30.0,382000,7.85,39335.0,Silent,39084.0
Norway,1997,female,25-34 years,26.0,333300,7.8,39335.0,Generation X,39084.0
Norway,1997,female,75+ years,12.0,214100,5.6,39335.0,G.I. Generation,39084.0
Norway,1997,female,15-24 years,13.0,276800,4.7,39335.0,Generation X,39084.0
Norway,1997,male,5-14 years,3.0,290100,1.03,39335.0,Millenials,39084.0
Norway,1997,female,5-14 years,0.0,275300,0.0,39335.0,Millenials,39084.0
Norway,1998,male,25-34 years,93.0,349300,26.62,37334.0,Generation X,37083.0
Norway,1998,male,15-24 years,67.0,282300,23.73,37334.0,Generation X,37083.0
Norway,1998,male,55-74 years,77.0,352100,21.87,37334.0,Silent,37083.0
Norway,1998,male,35-54 years,132.0,632200,20.88,37334.0,Boomers,37083.0
Norway,1998,male,75+ years,25.0,126100,19.83,37334.0,G.I. Generation,37083.0
Norway,1998,female,55-74 years,40.0,382100,10.47,37334.0,Silent,37083.0
Norway,1998,female,35-54 years,54.0,605700,8.92,37334.0,Boomers,37083.0
Norway,1998,female,15-24 years,21.0,272000,7.72,37334.0,Generation X,37083.0
Norway,1998,female,25-34 years,23.0,335200,6.86,37334.0,Generation X,37083.0
Norway,1998,female,75+ years,11.0,217100,5.07,37334.0,G.I. Generation,37083.0
Norway,1998,male,5-14 years,5.0,295200,1.69,37334.0,Millenials,37083.0
Norway,1998,female,5-14 years,0.0,280100,0.0,37334.0,Millenials,37083.0
Norway,1999,male,15-24 years,79.0,278738,28.34,39013.0,Generation X,38762.0
Norway,1999,male,55-74 years,99.0,357547,27.69,39013.0,Silent,38762.0
Norway,1999,male,25-34 years,91.0,349023,26.07,39013.0,Generation X,38762.0
Norway,1999,male,35-54 years,135.0,639018,21.13,39013.0,Boomers,38762.0
Norway,1999,male,75+ years,25.0,127946,19.54,39013.0,G.I. Generation,38762.0
Norway,1999,female,35-54 years,61.0,612468,9.96,39013.0,Boomers,38762.0
Norway,1999,female,15-24 years,24.0,268442,8.94,39013.0,Generation X,38762.0
Norway,1999,female,25-34 years,27.0,335741,8.04,39013.0,Generation X,38762.0
Norway,1999,female,55-74 years,27.0,385118,7.01,39013.0,Silent,38762.0
Norway,1999,female,75+ years,13.0,219316,5.93,39013.0,G.I. Generation,38762.0
Norway,1999,female,5-14 years,1.0,285484,0.35,39013.0,Millenials,38762.0
Norway,1999,male,5-14 years,1.0,300904,0.33,39013.0,Millenials,38762.0
Norway,2000,male,15-24 years,70.0,276727,25.3,41099.0,Generation X,40848.0
Norway,2000,male,25-34 years,80.0,336252,23.79,41099.0,Generation X,40848.0
Norway,2000,male,35-54 years,151.0,644550,23.43,41099.0,Boomers,40848.0
Norway,2000,male,55-74 years,77.0,365883,21.04,41099.0,Silent,40848.0
Norway,2000,male,75+ years,27.0,129167,20.9,41099.0,G.I. Generation,40848.0
Norway,2000,female,25-34 years,27.0,323870,8.34,41099.0,Generation X,40848.0
Norway,2000,female,35-54 years,50.0,617821,8.09,41099.0,Boomers,40848.0
Norway,2000,female,55-74 years,29.0,390859,7.42,41099.0,Silent,40848.0
Norway,2000,female,75+ years,12.0,220497,5.44,41099.0,G.I. Generation,40848.0
Norway,2000,female,15-24 years,14.0,265784,5.27,41099.0,Generation X,40848.0
Norway,2000,male,5-14 years,4.0,306438,1.31,41099.0,Millenials,40848.0
Norway,2000,female,5-14 years,0.0,290467,0.0,41099.0,Millenials,40848.0
Norway,2001,male,75+ years,39.0,130190,29.96,41281.0,Silent,41030.0
Norway,2001,male,55-74 years,90.0,376658,23.89,41281.0,Silent,41030.0
Norway,2001,male,35-54 years,145.0,647594,22.39,41281.0,Boomers,41030.0
Norway,2001,male,25-34 years,76.0,341767,22.24,41281.0,Generation X,41030.0
Norway,2001,male,15-24 years,61.0,276255,22.08,41281.0,Millenials,41030.0
Norway,2001,female,35-54 years,64.0,620966,10.31,41281.0,Boomers,41030.0
Norway,2001,female,15-24 years,20.0,264797,7.55,41281.0,Millenials,41030.0
Norway,2001,female,55-74 years,29.0,399140,7.27,41281.0,Silent,41030.0
Norway,2001,female,25-34 years,18.0,330804,5.44,41281.0,Generation X,41030.0
Norway,2001,female,75+ years,7.0,221223,3.16,41281.0,Silent,41030.0
Norway,2001,female,5-14 years,0.0,294716,0.0,41281.0,Millenials,41030.0
Norway,2001,male,5-14 years,0.0,310993,0.0,41281.0,Millenials,41030.0
Norway,2002,male,75+ years,36.0,130772,27.53,46049.0,Silent,45798.0
Norway,2002,male,25-34 years,74.0,335566,22.05,46049.0,Generation X,45798.0
Norway,2002,male,55-74 years,85.0,388778,21.86,46049.0,Silent,45798.0
Norway,2002,male,35-54 years,116.0,650114,17.84,46049.0,Boomers,45798.0
Norway,2002,male,15-24 years,49.0,277736,17.64,46049.0,Millenials,45798.0
Norway,2002,female,55-74 years,40.0,408933,9.78,46049.0,Silent,45798.0
Norway,2002,female,35-54 years,46.0,624015,7.37,46049.0,Boomers,45798.0
Norway,2002,female,25-34 years,23.0,326338,7.05,46049.0,Generation X,45798.0
Norway,2002,female,15-24 years,15.0,266365,5.63,46049.0,Millenials,45798.0
Norway,2002,female,75+ years,8.0,221235,3.62,46049.0,Silent,45798.0
Norway,2002,male,5-14 years,2.0,315265,0.63,46049.0,Millenials,45798.0
Norway,2002,female,5-14 years,0.0,298572,0.0,46049.0,Millenials,45798.0
Norway,2003,male,25-34 years,70.0,328978,21.28,53533.0,Generation X,53282.0
Norway,2003,male,15-24 years,58.0,280898,20.65,53533.0,Millenials,53282.0
Norway,2003,male,75+ years,27.0,131312,20.56,53533.0,Silent,53282.0
Norway,2003,male,35-54 years,134.0,654050,20.49,53533.0,Boomers,53282.0
Norway,2003,male,55-74 years,79.0,400293,19.74,53533.0,Silent,53282.0
Norway,2003,female,55-74 years,30.0,418033,7.18,53533.0,Silent,53282.0
Norway,2003,female,35-54 years,45.0,629033,7.15,53533.0,Boomers,53282.0
Norway,2003,female,25-34 years,22.0,321320,6.85,53533.0,Generation X,53282.0
Norway,2003,female,15-24 years,17.0,269608,6.31,53533.0,Millenials,53282.0
Norway,2003,female,75+ years,11.0,220907,4.98,53533.0,Silent,53282.0
Norway,2003,male,5-14 years,6.0,317824,1.89,53533.0,Millenials,53282.0
Norway,2003,female,5-14 years,3.0,300868,1.0,53533.0,Millenials,53282.0
Norway,2004,male,75+ years,29.0,132357,21.91,61450.0,Silent,61199.0
Norway,2004,male,35-54 years,138.0,659148,20.94,61450.0,Boomers,61199.0
Norway,2004,male,15-24 years,58.0,285070,20.35,61450.0,Millenials,61199.0
Norway,2004,male,25-34 years,59.0,322017,18.32,61450.0,Generation X,61199.0
Norway,2004,male,55-74 years,75.0,411352,18.23,61450.0,Silent,61199.0
Norway,2004,female,35-54 years,73.0,635240,11.49,61450.0,Boomers,61199.0
Norway,2004,female,55-74 years,41.0,426811,9.61,61450.0,Silent,61199.0
Norway,2004,female,15-24 years,20.0,273419,7.31,61450.0,Millenials,61199.0
Norway,2004,female,25-34 years,20.0,315751,6.33,61450.0,Generation X,61199.0
Norway,2004,female,75+ years,13.0,220877,5.89,61450.0,Silent,61199.0
Norway,2004,female,5-14 years,3.0,301536,0.99,61450.0,Millenials,61199.0
Norway,2004,male,5-14 years,0.0,318382,0.0,61450.0,Millenials,61199.0
Norway,2005,male,25-34 years,73.0,316562,23.06,71215.0,Generation X,70964.0
Norway,2005,male,35-54 years,135.0,665154,20.3,71215.0,Boomers,70964.0
Norway,2005,male,75+ years,25.0,133579,18.72,71215.0,Silent,70964.0
Norway,2005,male,55-74 years,73.0,422027,17.3,71215.0,Silent,70964.0
Norway,2005,male,15-24 years,50.0,290219,17.23,71215.0,Millenials,70964.0
Norway,2005,female,25-34 years,33.0,311116,10.61,71215.0,Generation X,70964.0
Norway,2005,female,35-54 years,62.0,641651,9.66,71215.0,Boomers,70964.0
Norway,2005,female,55-74 years,42.0,435604,9.64,71215.0,Silent,70964.0
Norway,2005,female,15-24 years,20.0,278355,7.19,71215.0,Millenials,70964.0
Norway,2005,female,75+ years,15.0,221019,6.79,71215.0,Silent,70964.0
Norway,2005,male,5-14 years,4.0,318304,1.26,71215.0,Millenials,70964.0
Norway,2005,female,5-14 years,1.0,301502,0.33,71215.0,Millenials,70964.0
Norway,2006,male,75+ years,34.0,134769,25.23,79007.0,Silent,78756.0
Norway,2006,male,15-24 years,68.0,296501,22.93,79007.0,Millenials,78756.0
Norway,2006,male,55-74 years,90.0,432581,20.81,79007.0,Silent,78756.0
Norway,2006,male,25-34 years,63.0,312881,20.14,79007.0,Generation X,78756.0
Norway,2006,male,35-54 years,135.0,672675,20.07,79007.0,Boomers,78756.0
Norway,2006,female,35-54 years,61.0,648666,9.4,79007.0,Boomers,78756.0
Norway,2006,female,55-74 years,35.0,443984,7.88,79007.0,Silent,78756.0
Norway,2006,female,25-34 years,21.0,307388,6.83,79007.0,Generation X,78756.0
Norway,2006,female,15-24 years,18.0,283975,6.34,79007.0,Millenials,78756.0
Norway,2006,female,75+ years,6.0,220894,2.72,79007.0,Silent,78756.0
Norway,2006,male,5-14 years,1.0,317159,0.32,79007.0,Millenials,78756.0
Norway,2006,female,5-14 years,0.0,300630,0.0,79007.0,Millenials,78756.0
Norway,2007,male,75+ years,31.0,135701,22.84,90797.0,Silent,90546.0
Norway,2007,male,25-34 years,60.0,312302,19.21,90797.0,Generation X,90546.0
Norway,2007,male,35-54 years,127.0,682978,18.6,90797.0,Boomers,90546.0
Norway,2007,male,55-74 years,71.0,443643,16.0,90797.0,Silent,90546.0
Norway,2007,male,15-24 years,45.0,303717,14.82,90797.0,Millenials,90546.0
Norway,2007,female,35-54 years,62.0,656105,9.45,90797.0,Boomers,90546.0
Norway,2007,female,55-74 years,39.0,452989,8.61,90797.0,Silent,90546.0
Norway,2007,female,25-34 years,21.0,305124,6.88,90797.0,Generation X,90546.0
Norway,2007,female,75+ years,13.0,220209,5.9,90797.0,Silent,90546.0
Norway,2007,female,15-24 years,14.0,289740,4.83,90797.0,Millenials,90546.0
Norway,2007,male,5-14 years,2.0,315302,0.63,90797.0,Generation Z,90546.0
Norway,2007,female,5-14 years,0.0,299559,0.0,90797.0,Generation Z,90546.0
Norway,2008,male,75+ years,29.0,136042,21.32,103431.0,Silent,103180.0
Norway,2008,male,25-34 years,59.0,314848,18.74,103431.0,Generation X,103180.0
Norway,2008,male,35-54 years,127.0,694003,18.3,103431.0,Boomers,103180.0
Norway,2008,male,55-74 years,83.0,455657,18.22,103431.0,Silent,103180.0
Norway,2008,male,15-24 years,48.0,310905,15.44,103431.0,Millenials,103180.0
Norway,2008,female,35-54 years,59.0,662760,8.9,103431.0,Boomers,103180.0
Norway,2008,female,25-34 years,27.0,305368,8.84,103431.0,Generation X,103180.0
Norway,2008,female,55-74 years,35.0,463679,7.55,103431.0,Silent,103180.0
Norway,2008,female,75+ years,16.0,219018,7.31,103431.0,Silent,103180.0
Norway,2008,female,15-24 years,21.0,296143,7.09,103431.0,Millenials,103180.0
Norway,2008,male,5-14 years,1.0,314384,0.32,103431.0,Generation Z,103180.0
Norway,2008,female,5-14 years,0.0,299282,0.0,103431.0,Generation Z,103180.0
Norway,2009,male,75+ years,36.0,136204,26.43,85394.0,Silent,85143.0
Norway,2009,male,55-74 years,111.0,468346,23.7,85394.0,Silent,85143.0
Norway,2009,male,35-54 years,153.0,702700,21.77,85394.0,Boomers,85143.0
Norway,2009,male,25-34 years,64.0,317068,20.18,85394.0,Generation X,85143.0
Norway,2009,male,15-24 years,51.0,317853,16.05,85394.0,Millenials,85143.0
Norway,2009,female,25-34 years,31.0,306776,10.11,85394.0,Generation X,85143.0
Norway,2009,female,35-54 years,59.0,669131,8.82,85394.0,Boomers,85143.0
Norway,2009,female,55-74 years,39.0,475431,8.2,85394.0,Silent,85143.0
Norway,2009,female,15-24 years,18.0,302896,5.94,85394.0,Millenials,85143.0
Norway,2009,female,75+ years,7.0,217354,3.22,85394.0,Silent,85143.0
Norway,2009,female,5-14 years,3.0,299406,1.0,85394.0,Generation Z,85143.0
Norway,2009,male,5-14 years,1.0,314371,0.32,85394.0,Generation Z,85143.0
Norway,2010,male,75+ years,31.0,136494,22.71,93638.0,Silent,93387.0
Norway,2010,male,55-74 years,99.0,481582,20.56,93638.0,Silent,93387.0
Norway,2010,male,25-34 years,62.0,320142,19.37,93638.0,Generation X,93387.0
Norway,2010,male,35-54 years,132.0,709067,18.62,93638.0,Generation X,93387.0
Norway,2010,male,15-24 years,59.0,325364,18.13,93638.0,Millenials,93387.0
Norway,2010,female,35-54 years,68.0,674673,10.08,93638.0,Generation X,93387.0
Norway,2010,female,55-74 years,49.0,487412,10.05,93638.0,Silent,93387.0
Norway,2010,female,25-34 years,24.0,309282,7.76,93638.0,Generation X,93387.0
Norway,2010,female,75+ years,10.0,215798,4.63,93638.0,Silent,93387.0
Norway,2010,female,15-24 years,13.0,309730,4.2,93638.0,Millenials,93387.0
Norway,2010,male,5-14 years,1.0,313990,0.32,93638.0,Generation Z,93387.0
Norway,2010,female,5-14 years,0.0,299351,0.0,93638.0,Generation Z,93387.0
Norway,2011,male,75+ years,36.0,137152,26.25,107430.0,Silent,107179.0
Norway,2011,male,35-54 years,161.0,715422,22.5,107430.0,Generation X,107179.0
Norway,2011,male,25-34 years,73.0,326867,22.33,107430.0,Millenials,107179.0
Norway,2011,male,55-74 years,103.0,495066,20.81,107430.0,Boomers,107179.0
Norway,2011,male,15-24 years,58.0,332779,17.43,107430.0,Millenials,107179.0
Norway,2011,female,35-54 years,72.0,678645,10.61,107430.0,Generation X,107179.0
Norway,2011,female,55-74 years,39.0,499653,7.81,107430.0,Boomers,107179.0
Norway,2011,female,25-34 years,23.0,313943,7.33,107430.0,Millenials,107179.0
Norway,2011,female,15-24 years,20.0,316334,6.32,107430.0,Millenials,107179.0
Norway,2011,female,75+ years,6.0,214592,2.8,107430.0,Silent,107179.0
Norway,2011,female,5-14 years,4.0,299327,1.34,107430.0,Generation Z,107179.0
Norway,2011,male,5-14 years,3.0,313520,0.96,107430.0,Generation Z,107179.0
Norway,2012,male,75+ years,33.0,138390,23.85,108408.0,Silent,108157.0
Norway,2012,male,35-54 years,148.0,721883,20.5,108408.0,Generation X,108157.0
Norway,2012,male,25-34 years,61.0,336168,18.15,108408.0,Millenials,108157.0
Norway,2012,male,55-74 years,81.0,508097,15.94,108408.0,Boomers,108157.0
Norway,2012,male,15-24 years,45.0,338854,13.28,108408.0,Millenials,108157.0
Norway,2012,female,35-54 years,60.0,682003,8.8,108408.0,Generation X,108157.0
Norway,2012,female,75+ years,14.0,213622,6.55,108408.0,Silent,108157.0
Norway,2012,female,15-24 years,21.0,321497,6.53,108408.0,Millenials,108157.0
Norway,2012,female,55-74 years,33.0,511533,6.45,108408.0,Boomers,108157.0
Norway,2012,female,25-34 years,17.0,321049,5.3,108408.0,Millenials,108157.0
Norway,2012,female,5-14 years,1.0,299751,0.33,108408.0,Generation Z,108157.0
Norway,2012,male,5-14 years,1.0,313738,0.32,108408.0,Generation Z,108157.0
Norway,2013,male,75+ years,31.0,140291,22.1,109804.0,Silent,109553.0
Norway,2013,male,35-54 years,154.0,727274,21.17,109804.0,Generation X,109553.0
Norway,2013,male,55-74 years,92.0,520439,17.68,109804.0,Boomers,109553.0
Norway,2013,male,25-34 years,56.0,345406,16.21,109804.0,Millenials,109553.0
Norway,2013,male,15-24 years,44.0,342484,12.85,109804.0,Millenials,109553.0
Norway,2013,female,35-54 years,75.0,685393,10.94,109804.0,Generation X,109553.0
Norway,2013,female,55-74 years,52.0,522697,9.95,109804.0,Boomers,109553.0
Norway,2013,female,25-34 years,24.0,329495,7.28,109804.0,Millenials,109553.0
Norway,2013,female,15-24 years,20.0,324191,6.17,109804.0,Millenials,109553.0
Norway,2013,female,75+ years,5.0,213383,2.34,109804.0,Silent,109553.0
Norway,2013,male,5-14 years,1.0,315341,0.32,109804.0,Generation Z,109553.0
Norway,2013,female,5-14 years,0.0,301211,0.0,109804.0,Generation Z,109553.0
Norway,2014,male,75+ years,33.0,143089,23.06,103443.0,Silent,103192.0
Norway,2014,male,55-74 years,110.0,532578,20.65,103443.0,Boomers,103192.0
Norway,2014,male,35-54 years,147.0,732244,20.08,103443.0,Generation X,103192.0
Norway,2014,male,25-34 years,71.0,353943,20.06,103443.0,Millenials,103192.0
Norway,2014,male,15-24 years,38.0,344245,11.04,103443.0,Millenials,103192.0
Norway,2014,female,55-74 years,51.0,533630,9.56,103443.0,Boomers,103192.0
Norway,2014,female,35-54 years,51.0,688993,7.4,103443.0,Generation X,103192.0
Norway,2014,female,25-34 years,20.0,337592,5.92,103443.0,Millenials,103192.0
Norway,2014,female,15-24 years,17.0,325164,5.23,103443.0,Millenials,103192.0
Norway,2014,female,75+ years,7.0,214335,3.27,103443.0,Silent,103192.0
Norway,2014,male,5-14 years,2.0,317878,0.63,103443.0,Generation Z,103192.0
Norway,2014,female,5-14 years,1.0,303487,0.33,103443.0,Generation Z,103192.0
Norway,2015,male,55-74 years,119.0,544268,21.86,79187.0,Boomers,78936.0
Norway,2015,male,75+ years,32.0,146511,21.84,79187.0,Silent,78936.0
Norway,2015,male,35-54 years,140.0,736827,19.0,79187.0,Generation X,78936.0
Norway,2015,male,25-34 years,64.0,361373,17.71,79187.0,Millenials,78936.0
Norway,2015,male,15-24 years,43.0,345115,12.46,79187.0,Millenials,78936.0
Norway,2015,female,55-74 years,62.0,544131,11.39,79187.0,Boomers,78936.0
Norway,2015,female,25-34 years,31.0,344788,8.99,79187.0,Millenials,78936.0
Norway,2015,female,35-54 years,61.0,692881,8.8,79187.0,Generation X,78936.0
Norway,2015,female,75+ years,17.0,215829,7.88,79187.0,Silent,78936.0
Norway,2015,female,15-24 years,17.0,325007,5.23,79187.0,Millenials,78936.0
Norway,2015,female,5-14 years,2.0,305804,0.65,79187.0,Generation Z,78936.0
Norway,2015,male,5-14 years,2.0,320375,0.62,79187.0,Generation Z,78936.0
Qatar,1995,female,15-24 years,0.0,24859,0.0,17559.0,Generation X,17308.0
Qatar,1995,female,25-34 years,0.0,36029,0.0,17559.0,Generation X,17308.0
Qatar,1995,female,35-54 years,0.0,39135,0.0,17559.0,Boomers,17308.0
Qatar,1995,female,5-14 years,0.0,43647,0.0,17559.0,Millenials,17308.0
Qatar,1995,female,55-74 years,0.0,5879,0.0,17559.0,Silent,17308.0
Qatar,1995,female,75+ years,0.0,1070,0.0,17559.0,G.I. Generation,17308.0
Qatar,1995,male,15-24 years,0.0,45900,0.0,17559.0,Generation X,17308.0
Qatar,1995,male,25-34 years,0.0,88331,0.0,17559.0,Generation X,17308.0
Qatar,1995,male,35-54 years,0.0,116596,0.0,17559.0,Boomers,17308.0
Qatar,1995,male,5-14 years,0.0,46510,0.0,17559.0,Millenials,17308.0
Qatar,1995,male,55-74 years,0.0,14190,0.0,17559.0,Silent,17308.0
Qatar,1995,male,75+ years,0.0,1303,0.0,17559.0,G.I. Generation,17308.0
Qatar,2001,female,35-54 years,4.0,51357,7.79,32510.0,Boomers,32259.0
Qatar,2001,male,35-54 years,11.0,141836,7.76,32510.0,Boomers,32259.0
Qatar,2001,male,25-34 years,5.0,99440,5.03,32510.0,Generation X,32259.0
Qatar,2001,male,15-24 years,2.0,48294,4.14,32510.0,Millenials,32259.0
Qatar,2001,female,25-34 years,1.0,38718,2.58,32510.0,Generation X,32259.0
Qatar,2001,female,15-24 years,0.0,32124,0.0,32510.0,Millenials,32259.0
Qatar,2001,female,5-14 years,0.0,49711,0.0,32510.0,Millenials,32259.0
Qatar,2001,female,55-74 years,0.0,7174,0.0,32510.0,Silent,32259.0
Qatar,2001,female,75+ years,0.0,778,0.0,32510.0,Silent,32259.0
Qatar,2001,male,5-14 years,0.0,51875,0.0,32510.0,Millenials,32259.0
Qatar,2001,male,55-74 years,0.0,17036,0.0,32510.0,Silent,32259.0
Qatar,2001,male,75+ years,0.0,1140,0.0,32510.0,Silent,32259.0
Qatar,2004,male,35-54 years,14.0,190116,7.36,45517.0,Boomers,45266.0
Qatar,2004,male,25-34 years,4.0,127398,3.14,45517.0,Generation X,45266.0
Qatar,2004,male,15-24 years,2.0,67990,2.94,45517.0,Millenials,45266.0
Qatar,2004,female,25-34 years,1.0,55188,1.81,45517.0,Generation X,45266.0
Qatar,2004,female,15-24 years,0.0,44307,0.0,45517.0,Millenials,45266.0
Qatar,2004,female,35-54 years,0.0,65017,0.0,45517.0,Boomers,45266.0
Qatar,2004,female,5-14 years,0.0,53572,0.0,45517.0,Millenials,45266.0
Qatar,2004,female,55-74 years,0.0,9409,0.0,45517.0,Silent,45266.0
Qatar,2004,female,75+ years,0.0,1300,0.0,45517.0,Silent,45266.0
Qatar,2004,male,5-14 years,0.0,54893,0.0,45517.0,Millenials,45266.0
Qatar,2004,male,55-74 years,0.0,26617,0.0,45517.0,Silent,45266.0
Qatar,2004,male,75+ years,0.0,1384,0.0,45517.0,Silent,45266.0
Qatar,2005,male,15-24 years,7.0,73205,9.56,55899.0,Millenials,55648.0
Qatar,2005,male,25-34 years,5.0,153674,3.25,55899.0,Generation X,55648.0
Qatar,2005,male,55-74 years,1.0,32745,3.05,55899.0,Silent,55648.0
Qatar,2005,female,25-34 years,1.0,62046,1.61,55899.0,Generation X,55648.0
Qatar,2005,male,35-54 years,3.0,225317,1.33,55899.0,Boomers,55648.0
Qatar,2005,female,15-24 years,0.0,46042,0.0,55899.0,Millenials,55648.0
Qatar,2005,female,35-54 years,0.0,71166,0.0,55899.0,Boomers,55648.0
Qatar,2005,female,5-14 years,0.0,56746,0.0,55899.0,Millenials,55648.0
Qatar,2005,female,55-74 years,0.0,10108,0.0,55899.0,Silent,55648.0
Qatar,2005,female,75+ years,0.0,1349,0.0,55899.0,Silent,55648.0
Qatar,2005,male,5-14 years,0.0,62794,0.0,55899.0,Millenials,55648.0
Qatar,2005,male,75+ years,0.0,1426,0.0,55899.0,Silent,55648.0
Qatar,2006,male,75+ years,1.0,1511,66.18,64762.0,Silent,64511.0
Qatar,2006,male,35-54 years,13.0,252854,5.14,64762.0,Boomers,64511.0
